MLS Number,Street Address,zip_code,county,age,Sq Ft Total,Lot size,Year Built
CNSR21130076,4387 Brookdale LN ,93021,Ventura,48,1328,4557,1973
CRPI21122754,276 Stubbs LN ,93455,Santa Barbara,94,1950,8712,1927
CC40954380,3191 Claudia Dr ,94519,Contra Costa,67,1108,5734,1954
CC40953552,4114 Richard Way ,94561,Contra Costa,30,1653,7260,1991
EB40953862,1185 Woodglen Dr ,94561,Contra Costa,34,1987,10235,1987
BE40954727,2018 Poinsettia St ,94582,Contra Costa,5,2217,2625,2016
BA321053009,375 Wilson AVE ,94947,Marin,70,899,14048,1951
ML81848497,1239 Husted AVE ,95125,Santa Clara,66,1620,7348,1955
BA321057562,46950 Fish Rock RD ,95445,Mendocino,55,1200,235464,1966
BA321050630,817 Walnut AVE ,95482,Mendocino,71,1471,6643,1950
ME221060107,4477 Pittsfield ,95655,Sacramento,18,2680,12484,2003
ME221071316,2904 Stanford LN ,95762,El Dorado,53,1687,20909,1968
ME221068365,12900 Butterfly DR ,95959,Nevada,48,1576,45302,1973
ME221073243,1098 Willow Creek DR ,95991,Sutter,34,1734,6970,1987
CRSB21148112,3521 Laurel AVE ,90266,Los Angeles,7,3347,4865,2014
CRP0-820000989,1101 E Mendocino ST ,91001,Los Angeles,57,1646,7480,1964
CRP1-5573,4362 Hayman AVE ,91011,Los Angeles,0,3440,11250,2021
CNSR21142670,4121 Laurelgrove AVE ,91604,Los Angeles,6,3975,6491,2015
CRPW21131218,5412 Arden DR ,91780,Los Angeles,52,1680,7557,1969
CREV21125535,35670 Sleepy Hollow LN ,92399,San Bernardino,23,2295,21750,1998
CC40954121,3713 Edmonton Way ,94520,Contra Costa,61,1103,6000,1960
EB40955400,816 Alice St ,94607,Alameda,124,2601,3844,1897
ME221065650,1340 Deerwood PL ,95603,Placer,30,2738,30819,1991
BA321066366,240 Grand Canyon DR ,95687,Solano,43,1197,2614,1978
ME221069216,8229 Polo Crosse AVE ,95829,Sacramento,25,2250,40489,1996
ME221067486,3851 Lake Katie Way ,95834,Sacramento,4,2265,4077,2017
ME202001646,5 Wildwood CT ,95966,Butte,60,3516,33977,1961
ME201902511,1421 Little Grass Valley RD ,95981,Yuba,43,1104,30492,1978
CRSB21116153,1135 W 185th ST ,90248,Los Angeles,67,1866,5720,1954
CNSR21122507,18833 Kirkcolm LN ,91326,Los Angeles,45,2719,7500,1976
CNSR21138307,23520 Burbank BLVD ,91367,Los Angeles,60,2491,11683,1961
CRAR21125172,1148 N Iglesia ST ,91773,Los Angeles,74,1529,27297,1947
CRCV21123167,289 W Buffington ST ,91784,San Bernardino,45,2565,21344,1976
CRAR21129019,3763 Vista Dunes ,92262,Riverside,15,2517,10890,2006
CRSW21135390,43916 Barletta ST ,92592,Riverside,22,3432,8712,1999
CROC21117168,23601 Shirleen Ct ,92677,Orange,27,2553,12100,1994
CROC21129871,29411 Clipper WAY ,92677,Orange,26,3221,7975,1995
CRV0-218013876,2656 Bolker WAY ,93041,Ventura,49,1282,4138,1972
ML81848208,1759 Kircher CT ,94024,Santa Clara,17,3189,25860,2004
ML81853001,375 Hedge RD ,94025,San Mateo,71,1520,5450,1950
ML81849320,737 Commercial AVE ,94080,San Mateo,80,890,3600,1941
BA321047874,1207 Shell CT ,94533,Solano,32,1705,5510,1989
BE40955524,4975 Tenor Ct ,94538,Alameda,59,1748,8236,1962
CC40953576,228 Caterina Way ,94545,Alameda,4,1876,1418,2017
EB40953840,7916 Sterling Dr ,94605,Alameda,70,1992,6150,1951
BE40955012,6207 WESTWOOD WAY ,94611,Alameda,21,3888,15016,2000
ME221066466,980 Julian ST ,95380,Stanislaus,63,1480,7985,1958
CRSN21104555,957 Marjorie AVE ,95926,Butte,60,1894,13068,1961
TM21-721594,4134 Vinton AVE ,90232,Los Angeles,74,1273,5771,1947
TM21-747594,8235 Tuscany AVE ,90293,Los Angeles,67,1563,5401,1954
CRDW21139087,7736 Danby AVE ,90606,Los Angeles,71,1503,6097,1950
CRPW21125948,1008 E 46th ST ,90807,Los Angeles,70,1963,12707,1951
CRP1-5328,2471 Caspian AVE ,90810,Los Angeles,74,850,5061,1947
CREV21130449,838 Bishorn DR ,92352,San Bernardino,45,1672,7910,1976
CREV21128222,16291 Lorene DR ,92395,San Bernardino,61,1986,13500,1960
CROC21131580,24312 Fordview ST ,92630,Orange,57,2947,7302,1964
CROC21123840,15872 Belfast LN ,92647,Orange,56,1630,7050,1965
CRV0-219002961,1073 E Santa Clara ST ,93001,Ventura,115,3396,7600,1906
CRV0-219013177,208 Carrizo ST ,93023,Ventura,49,1209,9000,1972
CRSC21144014,611 Mitchell DR ,93401,San Luis Obispo,70,1823,5000,1951
ML81849869,622 Crane AVE ,94404,San Mateo,56,2160,5225,1965
BA321049798,2433 Wolf Glen PL ,94534,Solano,20,2295,5702,2001
CC40954580,17269 Via Chiquita ,94580,Alameda,70,1031,5200,1951
BA321059391,212 Beryl ST ,94941,Marin,69,1631,6599,1952
BA321059239,518 Alta WAY ,94941,Marin,21,2030,6499,2000
BA321051747,24061 Cypress RD ,95490,Mendocino,45,1597,8799,1976
ME221070575,7331 Leonard AVE ,95610,Sacramento,45,1141,9148,1976
ME221066896,7843 Pacific Beach CT ,95828,Sacramento,40,1590,9148,1981
ME221069419,7753 Oceano CT ,95843,Sacramento,14,2292,4966,2007
ME201904161,12911 Oroville Quincy HWY ,95916,Butte,50,768,151589,1971
CRSN21123224,121 W 1st AVE ,95926,Butte,116,1910,5663,1905
TM21-753428,132 E 36Th PL ,90011,Los Angeles,115,1620,7258,1906
TM21-751110,4519 Ayla Lane ,90041,Los Angeles,0,2097,1207,2021
CRPV21130936,4836 W 140th ST ,90250,Los Angeles,59,1593,5985,1962
CRSW21132377,1434 W 222nd ST ,90501,Los Angeles,72,1509,9002,1949
CNSR21127291,25454 Via Heraldo ,91355,Los Angeles,47,1574,5200,1974
CRSW21124253,35628 Sunflower WAY ,92595,Riverside,26,1470,7405,1995
CROC21128823,2630 Seaview AVE ,92625,Orange,18,3409,3750,2003
CRPW21137088,5081 Cumberland AVE ,92683,Orange,62,1326,7700,1959
CRPW21116778,1008 S Cascade LN ,92808,Orange,28,1921,5974,1993
CRPW21154758,2114 Mignon WAY ,92870,Orange,58,1665,7300,1963
CRIV21120445,1425 Hermosa DR ,92879,Riverside,25,1704,9148,1996
ML81849500,898 Camaritas CIR ,94080,San Mateo,68,1020,5016,1953
CC40953653,1451 Laurenita Way ,94507,Contra Costa,66,2598,21783,1955
ML81849834,17025 Hill RD ,95037,Santa Clara,0,3077,10717,2021
ML81848041,4478 Desin DR ,95118,Santa Clara,38,2072,6116,1983
ME221071290,11123 Live Oak ,95240,San Joaquin,25,2540,287060,1996
CRMC21123307,2997 5th ST ,95301,Merced,47,1809,7400,1974
CRMC21127109,12743 Quicksilver ST ,95386,Stanislaus,18,1229,6450,2003
ME221068386,694 W Trevor DR ,95391,San Joaquin,2,3590,8747,2019
ME221066916,8801 Lance AVE ,95662,Sacramento,61,1008,12197,1960
ME221069421,7129 Greenford WAY ,95747,Placer,5,3113,5249,2016
ME221064622,6561 Primavera LN ,95762,El Dorado,2,1650,4356,2019
CRDW21123767,1227 W 98th ST ,90044,Los Angeles,98,937,4100,1923
CRP1-5176,2270 E Mountain ST ,91104,Los Angeles,87,1953,7250,1934
TM21-746876,4820 Poe AVE ,91364,Los Angeles,62,3387,17766,1959
CRSW21121497,2827 Via Del Robles ,92028,San Diego,18,2751,49658,2003
CRPTP2104269,1219 Sea Bird Way ,92154,San Diego,17,3148,8690,2004
CRCV21078480,11327 La Luna CIR ,92337,San Bernardino,21,1518,10000,2000
CRIG21126218,14859 De Soto PL ,92553,Riverside,36,1422,10454,1985
CRSW21127764,103 Goldenrod AVE ,92570,Riverside,18,1564,9148,2003
ME221070150,3253 Cheryl CIR ,94588,Alameda,36,2317,8905,1985
EB40954528,6276 Aspinwall Rd ,94611,Alameda,56,2035,7515,1965
BA321059104,111 Hill DR ,94904,Marin,83,6520,28148,1938
ML81848191,2835 Westberry DR ,95132,Santa Clara,51,1940,5971,1970
ME221065475,662 W Jardin TER ,95391,San Joaquin,6,3695,6630,2015
ME221069505,1202 Oak Ridge WAY ,95603,Placer,61,1080,14810,1960
ME221072775,6644 Branchwater WAY ,95621,Sacramento,43,1543,7771,1978
ME221065412,11493 Huntington Village LN ,95670,Sacramento,22,3120,12632,1999
CC40953850,2636 Ribier Way ,95670,Sacramento,66,1474,7410,1955
ME202101218,1748 Cattail DR ,95901,Yuba,16,1360,6514,2005
CRCV21129779,679 James PL ,91767,Los Angeles,69,1344,6299,1952
CRDW21123778,5195 Babb AVE ,92503,Riverside,66,1122,7841,1955
CRPW21132203,400 S Flower ST 84,92868,Orange,49,1602,873,1972
ML81849643,3705 Southwood AVE ,94403,San Mateo,74,990,5940,1947
CC40955187,3165 Fitzpatrick Dr ,94519,Contra Costa,67,1108,5490,1954
BA321054683,138 Silverado Springs DR ,94558,Napa,31,2494,8489,1990
CC40958524,14 Muth Drive ,94563,Contra Costa,63,1484,23625,1958
ML81848306,6986 El Marcero CT ,95119,Santa Clara,51,1300,6137,1970
ME221040113,2209 Crafton WAY ,95204,San Joaquin,99,1416,5001,1922
ME221070490,822 S California ST ,95240,San Joaquin,61,1767,6399,1960
ME221067819,1400 Renown DR ,95376,San Joaquin,32,2383,6046,1989
ME221065806,6430 Arcadia AVE ,95650,Placer,32,1723,9884,1989
ME221064640,1430 Columbus RD ,95691,Yolo,17,1532,4792,2004
ME202001916,808 9th ST ,95912,Colusa,96,1614,6098,1925
CNSR21125161,24113 Archwood ST ,91307,Los Angeles,61,1300,7586,1960
CNSR21126911,4428 Morro DR ,91364,Los Angeles,40,1813,6155,1981
CREV21122215,5120 Riviera AVE ,92220,Riverside,33,1452,5227,1988
CRSW21127363,35413 Ocotillo CT ,92532,Riverside,15,2707,5227,2006
CRSW21129201,32087 Daisy DR ,92596,Riverside,18,3277,10890,2003
CROC21117746,2800 Riachuelo ,92673,Orange,34,1706,8400,1987
CROC21122957,4 Katy Rose LN ,92694,Orange,13,3598,9000,2008
CROC21122362,2344 E Locust AVE ,92867,Orange,65,1353,7035,1956
CRV0-220003246,1231 Bluebell ST ,93036,Ventura,60,1482,6622,1961
ML81849637,311 Haight ST ,94025,San Mateo,71,1140,6500,1950
BE40953464,648 Swallow Dr ,94551,Alameda,51,1120,7817,1970
BA321053128,420 New Bedford DR ,94591,Solano,34,1516,6460,1987
EB40953615,4369 Rettig Ave ,94602,Alameda,101,1288,7232,1920
EB40954514,2409 Spaulding Ave ,94703,Alameda,91,1097,3100,1930
BA321048117,25 Drakewood LN ,94947,Marin,61,1719,8002,1960
ME221069508,1949 Misone ST ,95337,San Joaquin,4,2408,6098,2017
ME221066389,1120 Audrey Way ,95661,Placer,59,1750,13234,1962
ME221063916,5901 Percheron CT ,95677,Placer,27,2480,11008,1994
BA321050297,796 Youngsdale DR ,95687,Solano,34,1382,7174,1987
ME221069417,7224 BEJA CT ,95757,Sacramento,16,3885,15900,2005
ME221067039,8108 Caribbean WAY ,95826,Sacramento,49,1525,8960,1972
TM21-749056,8327 Truxton AVE ,90045,Los Angeles,80,1270,6001,1941
CRNDP2107856,3626 Mount Abbey AVE ,92111,San Diego,62,1184,5400,1959
CRPW21120732,29 Cassidy ,92620,Orange,11,3294,4050,2010
CRPW21115350,5352 Edinger AVE ,92649,Orange,61,1204,6900,1960
CRPW21125321,1773 S Norfolk LN ,92802,Orange,67,1277,11682,1954
CRV1-6451,240 Calle Navarro ,93010,Ventura,59,1944,10583,1962
CRNS21126586,1769 Rambouillet RD ,93446,San Luis Obispo,33,1404,10000,1988
CNSR21130807,3619 W Avenue K14 ,93536,Los Angeles,50,936,6629,1971
ML81853647,2470 Bryant ST ,94301,Santa Clara,80,1487,6426,1941
ML81849321,27132 Gading RD ,94544,Alameda,63,1475,5035,1958
BA321053062,1441 Thomas DR ,94558,Napa,68,1470,6797,1953
CC40955109,1412 Asterbell Dr ,94582,Contra Costa,16,3086,6600,2005
BA321054128,725 Valle Vista AVE ,94590,Solano,81,1883,6098,1940
ME221076099,1221 Maple Hill CT ,95336,San Joaquin,14,2634,10659,2007
BA321054071,101 Cambridge DR ,95687,Solano,32,1287,2178,1989
ME602188,611 C ST ,95901,Yuba,97,3884,32670,1924
TM21-753640,10417 Pandora CT ,90025,Los Angeles,1,2402,2183,2020
TM21-759106,7516 Denrock AVE ,90045,Los Angeles,13,3830,6072,2008
CRP1-5418,3634 El Caminito ,91214,Los Angeles,63,1517,9021,1958
CRIG21093454,831 Tulane CT ,92374,San Bernardino,52,1290,7650,1969
CRPW21129462,518 W Campus View DR ,92507,Riverside,61,1472,8712,1960
CROC21137467,680 Catalina ,92651,Orange,84,998,6970,1937
CROC21102770,18 Carnoustie WAY ,92679,Orange,24,3480,6049,1997
CRPW21122750,28451 Zurita ,92692,Orange,42,1472,5500,1979
CRNP21151856,16 Brisbane CT ,92782,Orange,6,2144,3646,2015
CRPW21121172,7761 Laurelton AVE ,92841,Orange,62,1417,7200,1959
CNSR21126634,816 Landsford ST ,93535,Los Angeles,45,1504,6896,1976
SF421562003,63 Fairmont DR ,94015,San Mateo,68,1610,3400,1953
ML81848242,638 Springer TER ,94024,Santa Clara,13,2956,10200,2008
ML81849593,830 Buckland AVE ,94070,San Mateo,66,2550,7200,1955
ML81851511,1137 Walnut ST ,94070,San Mateo,76,1200,4920,1945
BE40955155,6183 Mount Rushmore Cir ,94552,Alameda,33,1875,4300,1988
BA321042709,1002 Olympic DR ,94571,Solano,25,950,3920,1996
ML81849193,358 Lassenpark CIR ,95136,Santa Clara,50,2236,8318,1971
CNSR21138942,1380 Woodman ,95454,Mendocino,10,2400,626828,2011
ME202003536,1403 Mother Lode DR ,95661,Placer,35,1726,9583,1986
ME221073267,3560 Eskaton DR ,95667,El Dorado,4,1492,3485,2017
ME221071213,17494 42 Mile Stone RD 25,95735,El Dorado,87,828,11326,1934
ME221070107,1321 Oakbriar CIR ,95747,Placer,3,1601,4334,2018
ME221064704,3312 Mayfair DR ,95864,Sacramento,69,930,5663,1952
ME202101056,9150 Larkin RD ,95953,Sutter,57,2962,46174,1964
ME202001161,4 Parkwood DR ,95966,Butte,46,1260,22216,1975
TM21-750814,4527 N Ayla Lane ,90041,Los Angeles,0,2097,1245,2021
CREV21107840,34125 Contento DR ,92544,Riverside,40,2244,446490,1981
CROC21127061,7681 Park Forest DR ,92648,Orange,23,2022,3353,1998
CRNP21133826,6 Windemere CT ,92657,Orange,24,5364,15600,1997
CROC21124365,3515 Calle Verano ,92673,Orange,49,1539,2304,1972
CRV0-219006339,230 California ST ,93060,Ventura,96,1000,4680,1925
CRSC21124496,1690 Crestview CIR ,93401,San Luis Obispo,58,1355,7843,1963
BE40955535,2018 Marina Ct ,94577,Alameda,70,993,9000,1951
CC40953630,2031 Strand Rd ,94596,Contra Costa,74,2144,16000,1947
BA321056150,21 La Rosa WAY ,94939,Marin,74,2316,8250,1947
ME221068121,628 Violet LN ,95648,Placer,17,2258,8965,2004
ME221070989,1401 Dickson ST ,95822,Sacramento,71,780,6970,1950
ME221061414,1328 Sebastian WAY ,95864,Sacramento,69,1081,6098,1952
CRPV21109610,129 N. Lucia ,90277,Los Angeles,74,925,3719,1947
CRPW21132142,11104 Carmenita RD ,90605,Los Angeles,43,1399,6992,1978
CNSR21124124,10111 Topeka DR ,91324,Los Angeles,57,2377,17192,1964
CNSR21140967,21520 Arcos DR ,91364,Los Angeles,73,3324,12832,1948
CRNDP2107091,2869 Levante Street ,92009,San Diego,43,1684,10878,1978
CRIV21132636,2423 N Sycamore AVE ,92377,San Bernardino,36,1605,10000,1985
CRIG21122351,16358 W Sun Canyon ST ,92503,Riverside,23,1858,5663,1998
CRSW21125020,5531 Carson RD ,92506,Riverside,67,1600,10454,1954
CRSC21122516,2860 Atascadero RD ,93442,San Luis Obispo,43,2064,396396,1978
CRPI21136273,2545 S Elliot ST ,93454,Santa Barbara,17,1944,10019,2004
ML81848018,1526 Meadowlark LN ,94087,Santa Clara,59,1664,6324,1962
CC40953867,21311 Montgomery Ave ,94541,Alameda,83,1287,6300,1938
BA321056915,42 Birch ,94925,Marin,64,1360,6508,1957
BA321051078,1226 Cambridge ST ,94947,Marin,66,1212,12001,1955
BA321053224,1249 Glenwood DR ,94954,Sonoma,53,1924,7200,1968
BE40954058,1910 Harvest Landing Ct ,95376,San Joaquin,31,2268,6160,1990
ME221066409,3190 Halyard WAY ,95758,Sacramento,23,1495,6159,1998
ME221066006,2313 Rebecca CT ,95765,Placer,19,1229,5426,2002
ME202003191,1454 6th AVE ,95965,Butte,106,869,4356,1915
ME201903754,15903 Tulare Bend ,96021,Tehama,19,1352,43560,2002
TM21-748812,317 Neva PL ,90042,Los Angeles,112,764,5220,1909
CROC21125282,2711 W 178th ST ,90504,Los Angeles,68,1550,5356,1953
CNSR21158945,12613 Emelita ST ,91607,Los Angeles,74,3868,7900,1947
CRPW21131899,1405 Arden WAY ,92028,San Diego,23,1664,29185,1998
CRPTP2104093,913 8Th ST ,92118,San Diego,90,1026,2066,1931
CRIV21131600,6987 Vinnedge LN ,92346,San Bernardino,18,3265,9148,2003
CRNP21131561,1038 Goldenrod AVE ,92625,Orange,35,2732,10240,1986
CROC21122496,6921 Tucana DR ,92647,Orange,50,1138,6076,1971
CROC21129248,23495 Via Burriana ,92691,Orange,49,1178,8000,1972
CRPW21124539,1218 N Ralston ST ,92801,Orange,66,1245,6000,1955
CRPW21097048,8425 E Meadowridge ST ,92808,Orange,37,1514,5000,1984
CRPW21128400,1912 Annandale WAY ,92831,Orange,24,2271,6100,1997
CRCV21124899,13819 Haider CT ,92880,Riverside,17,3566,11326,2004
CRSW21147314,3668 Grovedale ST ,92881,Riverside,27,1587,8276,1994
CNSR21119976,5261 Davidson DR ,93033,Ventura,15,1507,1507,2006
ML81848452,65 Downey WAY ,94010,San Mateo,67,4530,25280,1954
SF421561921,20 Santa Marina ST ,94110,San Francisco,121,1180,2500,1900
BE40953900,2056 Hibbard St ,94501,Alameda,10,2373,2415,2011
CC40954172,2880 Mount Diablo St ,94518,Contra Costa,74,1019,5200,1947
ML81848142,15585 Via Veneto ,95037,Santa Clara,33,3292,14000,1988
ME221070141,1308 Venice CIR ,95206,San Joaquin,19,1905,5001,2002
BA321058214,40476 Tide Pool ,95497,Sonoma,16,2125,14375,2005
ME221068527,5520 Maric ,95623,El Dorado,41,1868,435600,1980
ME221065634,130 Chambersburg WAY ,95630,Sacramento,32,2550,11003,1989
ME221064420,602 Stineman CT ,95692,Yuba,18,1506,9583,2003
ME221063193,10086 knotts DR ,95757,Sacramento,5,1493,5249,2016
ME221073435,5305 60th ST ,95820,Sacramento,71,1039,5663,1950
ME201900019,3177 Wood Creek DR ,95928,Butte,21,1800,4792,2000
ME202001611,2116 Eagle Meadows DR ,95948,Butte,5,2795,6098,2016
ME221068149,1150 Jewelflower ST ,95961,Yuba,15,2598,10716,2006
ME201901337,2523 Tuolumne DR ,95973,Butte,30,1521,6970,1991
CRIG21121713,1411 W Magnolia ST ,90220,Los Angeles,71,782,5103,1950
CRPW21122609,2828 Josie AVE ,90815,Los Angeles,70,1150,5364,1951
CRTR21159597,441 Drake DR ,91007,Los Angeles,0,4005,11050,2021
CNSR21126004,19660 Kittridge ST ,91335,Los Angeles,70,1550,6969.6,1951
CNSR21148280,22349 Mulholland DR ,91364,Los Angeles,59,2773,11417,1962
CRSW21125328,31215 Willowood WAY ,92584,Riverside,31,2100,8276,1990
CROC21099023,32931 Paseo Miraflores ,92675,Orange,48,1187,1785,1973
CROC21126601,3416 E Barrington DR ,92869,Orange,25,1786,5985,1996
CRPI21128553,1125 Fox Field LN ,93458,Santa Barbara,4,1800,3049,2017
BE40954626,2909 Carmona Way ,94509,Contra Costa,52,1309,6000,1969
ME221070899,3026 Ginkgo CT ,95212,San Joaquin,25,1654,5218,1996
ME221068096,2320 Mountain Quail WAY ,95355,Stanislaus,34,1928,5001,1987
ME221071891,10803 Basie WAY ,95670,Sacramento,25,1316,4548,1996
ME221068031,1702 Mifflen WAY ,95747,Placer,21,3170,9030,2000
ME221067555,5903 Pebble Creek DR ,95765,Placer,26,1974,6020,1995
ME221065261,4216 Donald DR ,95961,Yuba,27,1319,7579,1994
CRSB21121832,8507 Croydon AVE ,90045,Los Angeles,80,1340,6000,1941
TM21-746234,1964 W 231St ST ,90501,Los Angeles,57,2096,6245,1964
CRSB21128327,2024 S Gaffey ST ,90731,Los Angeles,98,768,5004,1923
CRCV21124748,19827 Vista Hermosa DR ,91789,Los Angeles,44,1859,7841,1977
CRIG21126760,5039 College AVE ,92505,Riverside,68,1000,7405,1953
CRDW21121139,1603 Stoneykirk DR ,92507,Riverside,30,1703,5227,1991
CRSW21130941,38648 Falkirk DR ,92563,Riverside,18,2617,12197,2003
CROC21125340,898 Arbor Ridge RD ,92571,Riverside,21,1676,5227,2000
CRSW21139772,27068 Red Rock CT ,92585,Riverside,11,1907,7405,2010
CRNP21124547,1430 Newporter WAY ,92660,Orange,25,2455,4725,1996
CROC21119663,21055 Pennington LN ,92679,Orange,33,1739,5025,1988
CRPW21089231,337 N Ash ST ,92868,Orange,62,1609,6655,1959
CRPW21129845,6920 E Amapola AVE ,92869,Orange,30,6164,43560,1991
CRPW21127960,2948 Dartmouth CIR ,92879,Riverside,32,1843,5227,1989
ML81848017,1520 Wedgewood DR ,94010,San Mateo,70,2140,21750,1951
EB40953445,20246 Stanton Ave ,94546,Alameda,75,1313,5116,1946
ML81849982,1941 Newport AVE ,95062,Santa Cruz,57,1772,6534,1964
ML81849739,634 Cayuga CT ,95123,Santa Clara,53,1619,8242,1968
ME221065756,1150 Kay CIR ,95382,Stanislaus,17,1389,5724,2004
ME221065779,4160 Tahama LN ,95382,Stanislaus,17,2442,5645,2004
ME221070652,4708 Della Robia CT ,95628,Sacramento,53,1995,18295,1968
ME221064979,1466 Topanga LN ,95648,Placer,16,1741,5197,2005
ME221065231,5671 Angelo DR ,95650,Placer,35,1576,12933,1986
ME221072160,125 Tiemann CT ,95678,Placer,24,2027,8072,1997
BA321056340,326 Clarescastle WAY ,95688,Solano,34,1573,7701,1987
ME202001848,1835 6th ST ,95965,Butte,44,1116,17860,1977
CROC21129517,601 10th ST ,92648,Orange,32,2650,2938,1989
CRPW21126463,30761 Marbella Vista ,92675,Orange,24,3807,13135,1997
CROC21132615,1321 Treasure LN ,92705,Orange,53,2878,19880,1968
CRPW21125217,2886 N Santa Fe PL ,92865,Orange,23,1600,1950,1998
CRV0-218012522,201 Chico RD ,93023,Ventura,73,2159,33400,1948
CNSR21123725,2618 Reservoir DR ,93065,Ventura,37,1153,5520,1984
EB40955296,1361 Ellen Lane ,94513,Contra Costa,60,1280,5000,1961
BE40955284,19305 Vaughn Ave ,94546,Alameda,66,1214,6336,1955
CC40957820,7983 Applewood Ct. ,94588,Alameda,54,2250,17173,1967
BA321056346,122 Condor CT ,94923,Sonoma,36,1715,13199,1985
ML81847989,1461 Revere AVE ,95118,Santa Clara,66,1363,5473,1955
ML81849393,2423 Lindbergh AVE ,95128,Santa Clara,59,1989,6434,1962
CC40954622,1841 Scotch Pine Ct ,95376,San Joaquin,35,1696,6300,1986
ME201903375,51 Redbird CT ,95966,Butte,38,2084,505732,1983
CRP1-5183,2277 Lambert DR ,91107,Los Angeles,92,2440,8696,1929
CNSR21078242,5911 Glade AVE ,91367,Los Angeles,61,1974,7505,1960
CRNDP2107070,3531 S Sundown ,92056,San Diego,45,1513,3508,1976
CROC21048060,17232 Chestnut ,92612,Orange,47,1400,4770,1974
CROC21123326,1409 Manzanita DR ,92833,Orange,47,1490,9400,1974
CRCV21130782,832 Rolling Hills DR ,92835,Orange,56,2645,8395,1965
CRPI21125539,1009 W Lime AVE ,93436,Santa Barbara,59,1182,6098,1962
CRSC21125076,527 W Beverly DR ,93612,Fresno,61,1402,6700,1960
ME221068967,1366 Quail ST ,93635,Merced,38,1233,6534,1983
ML81849612,1934 Bayview AVE ,94002,San Mateo,59,2380,4000,1962
CC40955209,23 Sanders Ranch Rd ,94556,Contra Costa,36,2697,17325,1985
BA321051572,119 Sage Way ,94559,Napa,20,2654,5672,2001
CC40953420,766 Azores Cir ,94565,Contra Costa,35,1495,7503,1986
BE40954577,7591 Amarillo Road ,94568,Alameda,57,1415,7089,1964
EB40953458,821 San Luis Rd ,94707,Alameda,72,1088,5980,1949
EB40955727,691 Sonoma St ,94805,Contra Costa,73,1941,7000,1948
BA321039562,361 Bridle Path ,95448,Sonoma,22,2091,5663,1999
ME221064100,7770 Sierra DR ,95746,Placer,48,2850,10106,1973
ME221069250,2749 Aberdeen LN ,95762,El Dorado,18,2871,32234,2003
ME221063289,9065 Bramble Trail WAY ,95826,Sacramento,35,1323,5881,1986
CRSN21136012,874 E 19th ST ,95928,Butte,99,702,10019,1922
ME202002534,2592 Dewberry ,96003,Shasta,23,1315,7841,1998
CRPW21112930,1416 Termino AVE ,90804,Los Angeles,98,872,4208,1923
CRAR21100156,501 E Norman AVE ,91006,Los Angeles,71,2226,8178,1950
CNSR21099335,27930 Arcay AVE ,91351,Los Angeles,58,1402,6763,1963
CRCV21120260,7191 Travis PL ,91739,San Bernardino,35,1080,4500,1986
CRDW21133019,4511 La Deney ST ,91763,San Bernardino,65,1567,7725,1956
CRPTP2104003,10263 Palm Row DR ,92040,San Diego,44,1335,5888,1977
CRSW21125116,31954 Via Seron ,92592,Riverside,30,2761,7405,1991
CRPV21104978,742 E Las Palmas DR ,92835,Orange,65,2169,9440,1956
ML81851473,1171 Bodega DR ,94086,Santa Clara,54,2144,6179,1967
EB40954862,8 E Lake Ct ,94509,Contra Costa,55,1796,7200,1966
CC40954978,20 Stirling Dr ,94526,Contra Costa,26,3020,11270,1995
BE40953847,621 Tamarack Dr ,94587,Alameda,64,1784,10584,1957
EB40954829,209 Crocker Ave ,94610,Alameda,84,4621,15000,1937
BA321053109,2135 Northfield DR ,95403,Sonoma,15,1197,3820,2006
ME221064850,604 Village DR ,95632,Sacramento,17,1674,5083,2004
ME221023146,2040 Medici WAY ,95762,El Dorado,14,2943,16988,2007
ME202000804,5602 Glowhaven ST ,95901,Yuba,1,1292,6098,2020
ME201902375,3159 Canyon Oaks TER ,95928,Butte,25,2652,23522,1996
ME201903345,930 14th ST ,95965,Butte,77,1620,43560,1944
ME201703214,1450 Whyler RD 10,95993,Sutter,38,1272,3920,1983
CRCV21122694,1950 Olivewood ST ,91750,Los Angeles,46,1773,10199,1975
CRNDP2106639,1314 Mondavi CIR ,92081,San Diego,32,2192,7491,1989
CROC21142127,23001 Tiagua ,92692,Orange,41,3418,6474,1980
CRV1-6509,1728 Fenmore CT ,93010,Ventura,49,1656,8079,1972
CRV1-6381,1613 Sabina CIR ,93063,Ventura,57,1835,6500,1964
ML81848524,244 W 3rd AVE ,94402,San Mateo,85,2930,7670,1936
BA321060303,1939 Laurel ST ,94559,Napa,98,1405,7405,1923
CC40958076,8452 Deervale Rd ,94568,Alameda,61,1116,6555,1960
ME221074642,2394 Autumn Moon WAY ,95382,Stanislaus,20,2207,6970,2001
ME221068473,2913 Corriente WAY ,95648,Placer,16,4012,16117,2005
ME221065982,452 L ST ,95673,Sacramento,61,2000,13068,1960
ME221064158,6273 Arctic Loon WAY ,95765,Placer,20,2485,5397,2001
TM21-747158,5929 Stoneview DR ,90232,Los Angeles,64,2082,6301,1957
CRSW21117942,8452 Muller ST ,90241,Los Angeles,61,1826,6057,1960
CRPW21135327,8712 Nada ST ,90242,Los Angeles,70,1663,6747,1951
CRSB21146584,836 Avenue A ,90277,Los Angeles,69,2350,6101,1952
CRPW21129120,2821 Copa De Oro DR ,90720,Orange,62,3973,9680,1959
